Date,Air Temp (F),Dewpoint (F),Precip (inches),Wind Speed (mph)
06/11/2017 00:00 EDT,77,57,0,4.6
06/11/2017 01:00 EDT,77,58,0,3.5
06/11/2017 02:00 EDT,75,59,0,4.6
06/11/2017 03:00 EDT,74,59,0,4.6
06/11/2017 04:00 EDT,74,59,0,6.9
06/11/2017 05:00 EDT,73,60,0,0
06/11/2017 06:00 EDT,72,60,0,3.5
06/11/2017 07:00 EDT,73,61,0,0
06/11/2017 08:00 EDT,75,62,0,4.6
06/11/2017 09:00 EDT,78,62,0,0
06/11/2017 10:00 EDT,80,61,0,4.6
06/11/2017 11:00 EDT,84,61,0,4.6
06/11/2017 12:00 EDT,87,60,0,4.6
06/11/2017 13:00 EDT,89,59,0,15
06/11/2017 14:00 EDT,89,59,0,8.1
06/11/2017 15:00 EDT,89,61,0,10.4
06/11/2017 16:00 EDT,90,61,0,5.8
06/11/2017 17:00 EDT,89,59,0,5.8
06/11/2017 18:00 EDT,89,60,0,4.6
06/11/2017 19:00 EDT,88,57,0,5.8
06/11/2017 20:00 EDT,88,59,0,10.4
06/11/2017 21:00 EDT,86,58,0,4.6
06/11/2017 22:00 EDT,85,60,0,4.6
06/11/2017 23:00 EDT,84,60,0,8.1
06/12/2017 00:00 EDT,82,62,0,8.1
06/12/2017 01:00 EDT,80,62,0,5.8
06/12/2017 02:00 EDT,79,63,0,6.9
06/12/2017 03:00 EDT,77,63,0,4.6
06/12/2017 04:00 EDT,77,63,0,4.6
06/12/2017 05:00 EDT,76,62,0,0
06/12/2017 06:00 EDT,76,60,0,3.5
06/12/2017 07:00 EDT,77,61,0,3.5
06/12/2017 08:00 EDT,78,61,0,3.5
06/12/2017 09:00 EDT,80,61,0,6.9
06/12/2017 10:00 EDT,82,61,0,5.8
06/12/2017 11:00 EDT,85,62,0,4.6
06/12/2017 12:00 EDT,89,61,0,4.6
06/12/2017 13:00 EDT,90,58,0,4.6
06/12/2017 14:00 EDT,91,59,0,4.6
06/12/2017 15:00 EDT,91,59,0,0
06/12/2017 16:00 EDT,92,60,0,3.5
06/12/2017 17:00 EDT,92,60,0,3.5
06/12/2017 18:00 EDT,89,62,0,3.5
06/12/2017 19:00 EDT,89,61,0,5.8
06/12/2017 20:00 EDT,88,61,0,3.5
06/12/2017 21:00 EDT,86,61,0,5.8
06/12/2017 22:00 EDT,86,60,0,0
06/12/2017 23:00 EDT,85,61,0,4.6
06/13/2017 00:00 EDT,84,61,0,3.5
06/13/2017 01:00 EDT,83,61,0,3.5
06/13/2017 02:00 EDT,81,61,0,1.8
06/13/2017 03:00 EDT,80,62,0,0
06/13/2017 04:00 EDT,80,62,0,4.6
06/13/2017 05:00 EDT,78,62,0,0
06/13/2017 06:00 EDT,78,63,0,0
06/13/2017 07:00 EDT,78,64,0,0
06/13/2017 08:00 EDT,80,64,0,4.6
06/13/2017 09:00 EDT,82,64,0,0
06/13/2017 10:00 EDT,85,66,0,5.8
06/13/2017 11:00 EDT,88,65,0,4.6
06/13/2017 12:00 EDT,92,65,0,0
06/13/2017 13:00 EDT,93,63,0,4
06/13/2017 14:00 EDT,93,60,0,8.1
06/13/2017 15:00 EDT,94,63,0,3.5
06/13/2017 16:00 EDT,93,65,0,4
06/13/2017 17:00 EDT,92,64,0,4.6
06/13/2017 18:00 EDT,91,65,0,4
06/13/2017 19:00 EDT,91,62,0,3.5
06/13/2017 20:00 EDT,91,60,0,6.9
06/13/2017 21:00 EDT,88,66,0,4.6
06/13/2017 22:00 EDT,84,68,0,0
06/13/2017 23:00 EDT,85,66,0,3.5
06/14/2017 00:00 EDT,84,66,0,3.5
06/14/2017 01:00 EDT,82,67,0,6.9
06/14/2017 02:00 EDT,80,65,0,8.1
06/14/2017 03:00 EDT,78,64,0,4.6
06/14/2017 04:00 EDT,72,67,0,4.6
06/14/2017 05:00 EDT,73,66,0,10.4
06/14/2017 06:00 EDT,71,69,0.06,3.5
06/14/2017 07:00 EDT,71,69,0,4.6
06/14/2017 08:00 EDT,69,68,0.21,5.8
06/14/2017 09:00 EDT,70.5,66.5,0.02,6.3
06/14/2017 10:00 EDT,72,65,0,6.9
06/14/2017 11:00 EDT,75,63,0,6.9
06/14/2017 12:00 EDT,78,61,0,3.5
06/14/2017 13:00 EDT,80,60,0,6.9
06/14/2017 14:00 EDT,84,61,0,5.8
06/14/2017 15:00 EDT,81,65,0,0
06/14/2017 16:00 EDT,78,63,0,4.6
06/14/2017 17:00 EDT,78,57,0,4.6
06/14/2017 18:00 EDT,76,51,0,6.9
06/14/2017 19:00 EDT,74,53,0,5.8
06/14/2017 20:00 EDT,73,49,0,5.8
06/14/2017 21:00 EDT,71,47,0,4.6
06/14/2017 22:00 EDT,70,49,0,3.5
06/14/2017 23:00 EDT,70,48,0,0
06/15/2017 00:00 EDT,69,50,0,0
06/15/2017 01:00 EDT,69,47,0,3.5
06/15/2017 02:00 EDT,68,50,0,0
06/15/2017 03:00 EDT,68,48,0,0
06/15/2017 04:00 EDT,66,54,0,0
06/15/2017 05:00 EDT,66,56,0,4.6
06/15/2017 06:00 EDT,65,57,0,4.6
06/15/2017 07:00 EDT,66,58,0,0
06/15/2017 08:00 EDT,69,54,0,4.6
06/15/2017 09:00 EDT,70,54,0,3.5
06/15/2017 10:00 EDT,71,52,0,5.8
06/15/2017 11:00 EDT,72,54,0,3.5
06/15/2017 12:00 EDT,74,51,0,5.8
06/15/2017 13:00 EDT,75,53,0,6.9
06/15/2017 14:00 EDT,75,50,0,6.9
06/15/2017 15:00 EDT,74,49,0,5.8
06/15/2017 16:00 EDT,74,50,0,3.5
06/15/2017 17:00 EDT,72,50,0,8.1
06/15/2017 18:00 EDT,71,51,0,12.7
06/15/2017 19:00 EDT,69,53,0,9.2
06/15/2017 20:00 EDT,68,53.5,0,12.7
06/15/2017 21:00 EDT,67,54,0,9.2
06/15/2017 22:00 EDT,66,54,0,8.1
06/15/2017 23:00 EDT,65,55,0,8.1
06/16/2017 00:00 EDT,65,55,0,0
06/16/2017 01:00 EDT,65,56,0,6.9
06/16/2017 02:00 EDT,64,57,0,4.6
06/16/2017 03:00 EDT,64,57,0,3.5
06/16/2017 04:00 EDT,64,57,0,5.8
06/16/2017 05:00 EDT,64,58,0,4.6
06/16/2017 06:00 EDT,64,58,0,6.9
06/16/2017 07:00 EDT,66,59,0,5.8
06/16/2017 08:00 EDT,67,59,0,5.8
06/16/2017 09:00 EDT,67,60,0,5.8
06/16/2017 10:00 EDT,67,60,0,3.5
06/16/2017 11:00 EDT,68,61,0,4.6
06/16/2017 12:00 EDT,68,62,0,5.8
06/16/2017 13:00 EDT,67,62,0,5.8
06/16/2017 14:00 EDT,67,62,0,4.6
06/16/2017 15:00 EDT,68,63,0,9.2
06/16/2017 16:00 EDT,68,63,0,5.8
06/16/2017 17:00 EDT,67,62,0,5.8
06/16/2017 18:00 EDT,66,62,0,5.8
06/16/2017 19:00 EDT,66,63,0,4.6
06/16/2017 20:00 EDT,66,62,0,4.6
06/16/2017 21:00 EDT,66,63,0,4.6
06/16/2017 22:00 EDT,66,63,0,3.5
06/16/2017 23:00 EDT,66,63,0,6.9
06/17/2017 00:00 EDT,66,63,0,3.5
06/17/2017 01:00 EDT,66,63,0,4.6
06/17/2017 02:00 EDT,66,64,0,0
06/17/2017 03:00 EDT,66,63,0,3.5
06/17/2017 04:00 EDT,66,64,0,0
06/17/2017 05:00 EDT,66,63,0,0
06/17/2017 06:00 EDT,67,64,0,3.5
06/17/2017 07:00 EDT,67,64,0,0
06/17/2017 08:00 EDT,68,64,0,3.5
06/17/2017 09:00 EDT,69,65,0,0
06/17/2017 10:00 EDT,71,65,0,4.6
06/17/2017 11:00 EDT,73,66,0,3.5
06/17/2017 12:00 EDT,72,66,0,0
06/17/2017 13:00 EDT,70,68,0.32,0
06/17/2017 14:00 EDT,69,68,0.55,3.5
06/17/2017 15:00 EDT,70,69,0.52,4.6
06/17/2017 16:00 EDT,71,69,0,4.6
06/17/2017 17:00 EDT,72,69,0,0
06/17/2017 18:00 EDT,72,69,0,5.8
06/17/2017 19:00 EDT,72,68,0,4.6
06/17/2017 20:00 EDT,71,68,0,0
06/17/2017 21:00 EDT,70,68,0,3.5
06/17/2017 22:00 EDT,69,68,0,0
06/17/2017 23:00 EDT,69,68,0,3.5
06/18/2017 00:00 EDT,70,68,0,3.5
06/18/2017 01:00 EDT,70,69,0,0
06/18/2017 02:00 EDT,70,69,0,3.5
06/18/2017 03:00 EDT,71,69,0,0
06/18/2017 04:00 EDT,71,69,0,0
06/18/2017 05:00 EDT,71,69,0,0
06/18/2017 06:00 EDT,72,70,0,0
06/18/2017 07:00 EDT,72,70,0,3.5
06/18/2017 08:00 EDT,74,71,0,3.5
06/18/2017 09:00 EDT,77,72,0,0
06/18/2017 10:00 EDT,77,72,0,4.6
06/18/2017 11:00 EDT,80,73,0,3.5
06/18/2017 12:00 EDT,82,73,0,6.9
06/18/2017 13:00 EDT,84,74,0,5.8
06/18/2017 14:00 EDT,84,73,0,5.8
06/18/2017 15:00 EDT,83,73,0,4.6
06/18/2017 16:00 EDT,81,72,0,5.8
06/18/2017 17:00 EDT,82,72,0,5.8
06/18/2017 18:00 EDT,81,72,0,5.8
06/18/2017 19:00 EDT,82,71,0,3.5
06/18/2017 20:00 EDT,80,71,0,4.6
06/18/2017 21:00 EDT,79,71,0,5.8
06/18/2017 22:00 EDT,78,71,0,4.6
06/18/2017 23:00 EDT,77,72,0,3.5
06/19/2017 00:00 EDT,78,72,0,4.6
06/19/2017 01:00 EDT,77,72,0,0
06/19/2017 02:00 EDT,77,72,0,0
06/19/2017 03:00 EDT,77,72,0,3.5
06/19/2017 04:00 EDT,78,72,0,3.5
06/19/2017 05:00 EDT,78,72,0,0
06/19/2017 06:00 EDT,78,72,0,5.8
06/19/2017 07:00 EDT,78,73,0,4.6
06/19/2017 08:00 EDT,79,73,0,0
06/19/2017 09:00 EDT,80,73,0,8.1
06/19/2017 10:00 EDT,81,74,0,3.5
06/19/2017 11:00 EDT,82,74,0,6.9
06/19/2017 12:00 EDT,85,72,0,5.8
06/19/2017 13:00 EDT,87,73,0,6.3
06/19/2017 14:00 EDT,87,72,0,6.9
06/19/2017 15:00 EDT,86,73,0,4.6
06/19/2017 16:00 EDT,84,71,0,18.4
06/19/2017 17:00 EDT,77,71,0.03,16.1
06/19/2017 18:00 EDT,71,70,0.82,0
06/19/2017 19:00 EDT,70,69,0.27,0
06/19/2017 20:00 EDT,70,69,0.07,5.8
06/19/2017 21:00 EDT,70,69,0.07,0
06/19/2017 22:00 EDT,70,69,0.02,4.6
06/19/2017 23:00 EDT,70,69,0,5.8
06/20/2017 00:00 EDT,71,69,0,4.6
06/20/2017 01:00 EDT,71,69,0.07,5.8
06/20/2017 02:00 EDT,71,70,0.02,4.6
06/20/2017 03:00 EDT,71,70,0.01,3.5
06/20/2017 04:00 EDT,71,70,0,0
06/20/2017 05:00 EDT,71,70,0,0
06/20/2017 06:00 EDT,71,70,0,12.7
06/20/2017 07:00 EDT,72,70,0,3.5
06/20/2017 08:00 EDT,72,69,0,7
06/20/2017 09:00 EDT,73,65,0,10.4
06/20/2017 10:00 EDT,74,64,0,5.8
06/20/2017 11:00 EDT,77,60,0,3.5
06/20/2017 12:00 EDT,80,59,0,4
06/20/2017 13:00 EDT,81,58,0,4.6
06/20/2017 14:00 EDT,82,57,0,6.9
06/20/2017 15:00 EDT,82,53,0,5.8
06/20/2017 16:00 EDT,82,53,0,8.1
06/20/2017 17:00 EDT,80,53,0,5.8
06/20/2017 18:00 EDT,82,51,0,6.9
06/20/2017 19:00 EDT,81,52,0,8.1
06/20/2017 20:00 EDT,80,53,0,4.6
06/20/2017 21:00 EDT,79,52,0,0
06/20/2017 22:00 EDT,79,52,0,4.6
06/20/2017 23:00 EDT,78,53,0,3.5
06/21/2017 00:00 EDT,76,55,0,4.6
06/21/2017 01:00 EDT,76,60,0,4.6
06/21/2017 02:00 EDT,74,63,0,8.1
06/21/2017 03:00 EDT,74,64,0,4.6
06/21/2017 04:00 EDT,73,64,0,0
06/21/2017 05:00 EDT,72,63,0,0
06/21/2017 06:00 EDT,71,61,0,3.5
06/21/2017 07:00 EDT,72,61,0,3.5
06/21/2017 08:00 EDT,74,59,0,4.6
06/21/2017 09:00 EDT,76,59,0,5.8
06/21/2017 10:00 EDT,76,60,0,5.8
06/21/2017 11:00 EDT,79,59,0,7.5
06/21/2017 12:00 EDT,82,56,0,9.2
06/21/2017 13:00 EDT,79,55,0,6.9
06/21/2017 14:00 EDT,81,58,0,4.6
06/21/2017 15:00 EDT,82,58,0,15
06/21/2017 16:00 EDT,82,57,0,15
06/21/2017 17:00 EDT,82,57,0,6.9
06/21/2017 18:00 EDT,82,57,0,8.1
06/21/2017 19:00 EDT,81,57,0,8.1
06/21/2017 20:00 EDT,80,58,0,8.1
06/21/2017 21:00 EDT,77,58,0,5.8
06/21/2017 22:00 EDT,76,58,0,3.5
06/21/2017 23:00 EDT,75,59,0,0
06/22/2017 00:00 EDT,74,60,0,0
06/22/2017 01:00 EDT,73,61,0,3.5
06/22/2017 02:00 EDT,71,61,0,3.5
06/22/2017 03:00 EDT,69,62,0,0
06/22/2017 04:00 EDT,69,62,0,3.5
06/22/2017 05:00 EDT,68,57,0,0
06/22/2017 06:00 EDT,68,57,0,4.6
06/22/2017 07:00 EDT,70,58,0,0
06/22/2017 08:00 EDT,72,57,0,3.5
06/22/2017 09:00 EDT,75,56,0,0
06/22/2017 10:00 EDT,77,55,0,0
06/22/2017 11:00 EDT,78,56,0,0
06/22/2017 12:00 EDT,81,58,0,0
06/22/2017 13:00 EDT,82,59,0,3.5
06/22/2017 14:00 EDT,81,58,0,4.7
06/22/2017 15:00 EDT,81,59,0,5.8
06/22/2017 16:00 EDT,82,61,0,3.5
06/22/2017 17:00 EDT,81,63,0,5.8
06/22/2017 18:00 EDT,80,61,0,8.1
06/22/2017 19:00 EDT,80,61,0,0
06/22/2017 20:00 EDT,79,64,0,0
06/22/2017 21:00 EDT,78,65,0,0
06/22/2017 22:00 EDT,78,66,0,1.8
06/22/2017 23:00 EDT,79,67,0,3.5
06/23/2017 00:00 EDT,80,69,0,4.6
06/23/2017 01:00 EDT,80,69,0,9.2
06/23/2017 02:00 EDT,80,69,0,0
06/23/2017 03:00 EDT,79,69,0,4.6
06/23/2017 04:00 EDT,79,70,0,3.5
06/23/2017 05:00 EDT,78,70,0,6.9
06/23/2017 06:00 EDT,78,70,0,3.5
06/23/2017 07:00 EDT,78,71,0,4.6
06/23/2017 08:00 EDT,79,71,0,4.6
06/23/2017 09:00 EDT,80,72,0,4.6
06/23/2017 10:00 EDT,81,73,0,0
06/23/2017 11:00 EDT,80,73,0,4.6
06/23/2017 12:00 EDT,81,72,0,8.1
06/23/2017 13:00 EDT,81,71,0,6.9
06/23/2017 14:00 EDT,76,72,0,3.5
06/23/2017 15:00 EDT,81,72,0,8.1
06/23/2017 16:00 EDT,80,71,0,9.2
06/23/2017 17:00 EDT,81,72,0,5.8
06/23/2017 18:00 EDT,83,72,0,3.5
06/23/2017 19:00 EDT,82,73,0,6.9
06/23/2017 20:00 EDT,81,73,0,0
06/23/2017 21:00 EDT,77,75,0.03,3.5
06/23/2017 22:00 EDT,78,75,0,5.8
06/23/2017 23:00 EDT,77,74,0.01,4.6
06/24/2017 00:00 EDT,79,73,0,6.9
06/24/2017 01:00 EDT,80,73,0,9.2
06/24/2017 02:00 EDT,76,73,0.02,6.9
06/24/2017 03:00 EDT,74,72,0.05,4.6
06/24/2017 04:00 EDT,72,71,0.1,3.5
06/24/2017 05:00 EDT,73,71,0,6.9
06/24/2017 06:00 EDT,73,71,0.01,3.5
06/24/2017 07:00 EDT,73,71,0.33,0
06/24/2017 08:00 EDT,71,70,0.61,3.5
06/24/2017 09:00 EDT,72,70,0.17,3.5
06/24/2017 10:00 EDT,74,71,0,9.2
06/24/2017 11:00 EDT,78,69,0,6.9
06/24/2017 12:00 EDT,81,62,0,9.2
06/24/2017 13:00 EDT,82,56,0,15
06/24/2017 14:00 EDT,83,54,0,10.9
06/24/2017 15:00 EDT,83,57,0,6.9
06/24/2017 16:00 EDT,83,55,0,5.2
06/24/2017 17:00 EDT,82,53,0,3.5
06/24/2017 18:00 EDT,83,53,0,9.2
06/24/2017 19:00 EDT,82,55,0,0
06/24/2017 20:00 EDT,82,56,0,5.8
06/24/2017 21:00 EDT,81,56,0,4.6
06/24/2017 22:00 EDT,80,58,0,3.5
06/24/2017 23:00 EDT,79,58,0,4.6
06/25/2017 00:00 EDT,78,57,0,3.5
06/25/2017 01:00 EDT,75,58,0,3.5
06/25/2017 02:00 EDT,73,58,0,4.6
06/25/2017 03:00 EDT,73,59,0,0
06/25/2017 04:00 EDT,71,59,0,0
06/25/2017 05:00 EDT,70,58,0,3.5
06/25/2017 06:00 EDT,68,59,0,0
06/25/2017 07:00 EDT,69,60,0,0
06/25/2017 08:00 EDT,73,59,0,0
06/25/2017 09:00 EDT,75,57,0,3.5
06/25/2017 10:00 EDT,77,54,0,0
06/25/2017 11:00 EDT,78,55,0,0
06/25/2017 12:00 EDT,80,59,0,0
06/25/2017 13:00 EDT,79,56,0,4.6
06/25/2017 14:00 EDT,82,57,0,3.5
06/25/2017 15:00 EDT,80,56,0,10.4
06/25/2017 16:00 EDT,77,60,0,0
06/25/2017 17:00 EDT,77,61,0,4.6
06/25/2017 18:00 EDT,78,60,0,0
06/25/2017 19:00 EDT,76,58,0,0
06/25/2017 20:00 EDT,76,60,0,3.5
06/25/2017 21:00 EDT,75,60,0,0
06/25/2017 22:00 EDT,78,54,0,5.8
06/25/2017 23:00 EDT,78,51,0,8.1
06/26/2017 00:00 EDT,76,49,0,4.6
06/26/2017 01:00 EDT,71,51,0,13.8
06/26/2017 02:00 EDT,69,49,0,4.6
06/26/2017 03:00 EDT,67,49,0,4.6
06/26/2017 04:00 EDT,66,51,0,4.6
06/26/2017 05:00 EDT,65,50,0,0
06/26/2017 06:00 EDT,64,51,0,4.6
06/26/2017 07:00 EDT,66,53,0,0
06/26/2017 08:00 EDT,67,53,0,0
06/26/2017 09:00 EDT,69,52,0,4.6
06/26/2017 10:00 EDT,71,49,0,8.1
06/26/2017 11:00 EDT,73,49,0,3.5
06/26/2017 12:00 EDT,77,47,0,4
06/26/2017 13:00 EDT,78,48,0,4.6
06/26/2017 14:00 EDT,76,48,0,5.8
06/26/2017 15:00 EDT,77,50,0,6.9
06/26/2017 16:00 EDT,77,51,0,8.1
06/26/2017 17:00 EDT,74,51,0,6.9
06/26/2017 18:00 EDT,75,52,0,3.5
06/26/2017 19:00 EDT,74,53,0,0
06/26/2017 20:00 EDT,74,54,0,0
06/26/2017 21:00 EDT,74,46,0,0
06/26/2017 22:00 EDT,74,46,0,0
06/26/2017 23:00 EDT,73,46,0,3.5
06/27/2017 00:00 EDT,72,47,0,0
06/27/2017 01:00 EDT,72,48,0,0
06/27/2017 02:00 EDT,71,51,0,10.4
06/27/2017 03:00 EDT,68,49,0,8.1
06/27/2017 04:00 EDT,66,50,0,4.6
06/27/2017 05:00 EDT,63,56,0.01,0
06/27/2017 06:00 EDT,61,59,0.12,0
06/27/2017 07:00 EDT,61,60,0.05,0
06/27/2017 08:00 EDT,63,61,0,3.5
06/27/2017 09:00 EDT,65,61,0,0
06/27/2017 10:00 EDT,67,60,0,0
06/27/2017 11:00 EDT,67,61,0,6.9
06/27/2017 12:00 EDT,71,63,0,4.6
06/27/2017 13:00 EDT,74,59,0,3.5
06/27/2017 14:00 EDT,76,58,0,3.5
06/27/2017 15:00 EDT,76,57,0,3.5
06/27/2017 16:00 EDT,73,56,0,13.8
06/27/2017 17:00 EDT,74,59,0,13.8
06/27/2017 18:00 EDT,73,54,0,0
06/27/2017 19:00 EDT,73,51,0,0
06/27/2017 20:00 EDT,73,49,0,8.1
06/27/2017 21:00 EDT,72,46,0,4.6
06/27/2017 22:00 EDT,71,47,0,5.8
06/27/2017 23:00 EDT,69,50,0,3.5
06/28/2017 00:00 EDT,66,51,0,3.5
06/28/2017 01:00 EDT,67,49,0,5.8
06/28/2017 02:00 EDT,66,49,0,5.8
06/28/2017 03:00 EDT,63,50,0,4.6
06/28/2017 04:00 EDT,63,50,0,0
06/28/2017 05:00 EDT,62,50,0,3.5
06/28/2017 06:00 EDT,62,51,0,4.6
06/28/2017 07:00 EDT,62,50,0,6.9
06/28/2017 08:00 EDT,63,51,0,8.1
06/28/2017 09:00 EDT,65,50,0,6.9
06/28/2017 10:00 EDT,68,52,0,6.3
06/28/2017 11:00 EDT,71,49,0,5.8
06/28/2017 12:00 EDT,73,48,0,4.6
06/28/2017 13:00 EDT,75,48,0,6.9
06/28/2017 14:00 EDT,75,49,0,10.4
06/28/2017 15:00 EDT,76,48,0,6.9
06/28/2017 16:00 EDT,76,49,0,0
06/28/2017 17:00 EDT,78,47,0,6.9
06/28/2017 18:00 EDT,77,48,0,4.6
06/28/2017 19:00 EDT,77,49,0,3.5
06/28/2017 20:00 EDT,75,48,0,0
06/28/2017 21:00 EDT,76,48,0,6.9
06/28/2017 22:00 EDT,75,49,0,3.5
06/28/2017 23:00 EDT,74,50,0,4.6
06/29/2017 00:00 EDT,73,50,0,0
06/29/2017 01:00 EDT,72,51,0,8.1
06/29/2017 02:00 EDT,70,53,0,6.9
06/29/2017 03:00 EDT,69,54,0,3.5
06/29/2017 04:00 EDT,69,55,0,3.5
06/29/2017 05:00 EDT,69,55,0,4.6
06/29/2017 06:00 EDT,68,56,0,5.8
06/29/2017 07:00 EDT,68,58,0,4.6
06/29/2017 08:00 EDT,70,58,0,4.6
06/29/2017 09:00 EDT,71,59,0,10.4
06/29/2017 10:00 EDT,75,59,0,6.9
06/29/2017 11:00 EDT,76,61,0,15
06/29/2017 12:00 EDT,78,62,0,11.5
06/29/2017 13:00 EDT,80,62,0,5.8
06/29/2017 14:00 EDT,81,62,0,3.5
06/29/2017 15:00 EDT,81,65,0,4.6
06/29/2017 16:00 EDT,81,64,0,4.6
06/29/2017 17:00 EDT,80,65,0,9.2
06/29/2017 18:00 EDT,79,66,0,4.6
06/29/2017 19:00 EDT,78,66,0,4.6
06/29/2017 20:00 EDT,78,65,0,4.6
06/29/2017 21:00 EDT,77,63,0,4.6
06/29/2017 22:00 EDT,76,63,0,4.6
06/29/2017 23:00 EDT,77,62,0,6.9
06/30/2017 00:00 EDT,75,63,0,6.9
06/30/2017 01:00 EDT,74,61,0,4.6
06/30/2017 02:00 EDT,74,60,0,5.8
06/30/2017 03:00 EDT,74,61,0,6.9
06/30/2017 04:00 EDT,73,61,0,6.9
06/30/2017 05:00 EDT,74,62,0,8.1
06/30/2017 06:00 EDT,74,62,0,5.8
06/30/2017 07:00 EDT,74,62,0,5.8
06/30/2017 08:00 EDT,74,63,0,5.2
06/30/2017 09:00 EDT,76,65,0,4.6
06/30/2017 10:00 EDT,79,64,0,3.5
06/30/2017 11:00 EDT,81,65,0,6.9
06/30/2017 12:00 EDT,82,66,0,10.4
06/30/2017 13:00 EDT,84,66,0,6.9
06/30/2017 14:00 EDT,88,68,0,4.6
06/30/2017 15:00 EDT,88,70,0,3.5
06/30/2017 16:00 EDT,86,70,0,0
06/30/2017 17:00 EDT,87,69,0,8.1
06/30/2017 18:00 EDT,86,70,0,4.6
06/30/2017 19:00 EDT,84,70,0,3.5
06/30/2017 20:00 EDT,84,69,0,5.8
06/30/2017 21:00 EDT,82,70,0,4.6
06/30/2017 22:00 EDT,82,70,0,4.6
06/30/2017 23:00 EDT,82,68,0,4.6
07/01/2017 00:00 EDT,79,66,0,9.2
07/01/2017 01:00 EDT,78,67,0,5.8
07/01/2017 02:00 EDT,78,68,0,0
07/01/2017 03:00 EDT,77,68,0,3.5
07/01/2017 04:00 EDT,75,68,0,5.8
07/01/2017 05:00 EDT,76,68,0,3.5
07/01/2017 06:00 EDT,75,70,0,0
07/01/2017 07:00 EDT,77,70,0,6.9
07/01/2017 08:00 EDT,78,71,0,3.5
07/01/2017 09:00 EDT,79,72,0,3.5
07/01/2017 10:00 EDT,79,72,0,3.5
07/01/2017 11:00 EDT,79,72,0,6.9
07/01/2017 12:00 EDT,82,72,0,6.9
07/01/2017 13:00 EDT,81,72,0,4.6
07/01/2017 14:00 EDT,85,72,0,4.6
07/01/2017 15:00 EDT,81,72,0,4.6
07/01/2017 16:00 EDT,79,75,0.06,5.2
07/01/2017 17:00 EDT,79,74,0,5.8
07/01/2017 18:00 EDT,79,73,0,0
07/01/2017 19:00 EDT,79,72,0,4.6
07/01/2017 20:00 EDT,72,70,0.17,8.1
07/01/2017 21:00 EDT,72,70,0,3.5
07/01/2017 22:00 EDT,72,70,0,3.5
07/01/2017 23:00 EDT,71,70,0,10.4
07/02/2017 00:00 EDT,72,70,0,6.9
07/02/2017 01:00 EDT,72,70,0,3.5
07/02/2017 02:00 EDT,72,70,0,5.8
07/02/2017 03:00 EDT,72,72,0,3.5
07/02/2017 04:00 EDT,72,70,0,0
07/02/2017 05:00 EDT,72,70,0,0
07/02/2017 06:00 EDT,72,70,0,0
07/02/2017 07:00 EDT,73,70,0,3.5
07/02/2017 08:00 EDT,75,69,0,6.9
07/02/2017 09:00 EDT,75,66,0,4.6
07/02/2017 10:00 EDT,79,64,0,3.5
07/02/2017 11:00 EDT,80,64,0,8.1
07/02/2017 12:00 EDT,82,63,0,3.5
07/02/2017 13:00 EDT,86,63,0,5.8
07/02/2017 14:00 EDT,86,65,0,4.6
07/02/2017 15:00 EDT,88,63,0,3.5
07/02/2017 16:00 EDT,86,63,0,9.2
07/02/2017 17:00 EDT,86,65,0,6.9
07/02/2017 18:00 EDT,84,63,0,4.6
07/02/2017 19:00 EDT,84,64,0,5.8
07/02/2017 20:00 EDT,85,62,0,5.8
07/02/2017 21:00 EDT,82,61,0,7.5
07/02/2017 22:00 EDT,82,63,0,9.2
07/02/2017 23:00 EDT,83,63,0,5.8
07/03/2017 00:00 EDT,82,64,0,4.6
07/03/2017 01:00 EDT,80,64,0,4.6
07/03/2017 02:00 EDT,79,65,0,0
07/03/2017 03:00 EDT,75,64,0,0
07/03/2017 04:00 EDT,75,64,0,0
07/03/2017 05:00 EDT,75,63,0,0
07/03/2017 06:00 EDT,75,61,0,0
07/03/2017 07:00 EDT,77,63,0,3.5
07/03/2017 08:00 EDT,77,62,0,0
07/03/2017 09:00 EDT,79,63,0,5.8
07/03/2017 10:00 EDT,81,57,0,4.6
07/03/2017 11:00 EDT,83,60,0,0
07/03/2017 12:00 EDT,84,61,0,0
07/03/2017 13:00 EDT,86,61,0,0
07/03/2017 14:00 EDT,87,61,0,5.8
07/03/2017 15:00 EDT,86,59,0,13.8
07/03/2017 16:00 EDT,88,61,0,13.8
07/03/2017 17:00 EDT,71,69,0.43,3.5
07/03/2017 18:00 EDT,73,70,0.02,0
07/03/2017 19:00 EDT,75,68,0,3.5
07/03/2017 20:00 EDT,78,64,0,4.6
07/03/2017 21:00 EDT,79,63,0,4.6
07/03/2017 22:00 EDT,79,63,0,0
07/03/2017 23:00 EDT,81,62,0,3.5
07/04/2017 00:00 EDT,73,64,0,0
07/04/2017 01:00 EDT,73,65,0,0
07/04/2017 02:00 EDT,73,66,0,4.6
07/04/2017 03:00 EDT,72,66,0,5.8
07/04/2017 04:00 EDT,73,63,0,6.9
07/04/2017 05:00 EDT,73,57,0,3.5
07/04/2017 06:00 EDT,72,55,0,0
07/04/2017 07:00 EDT,70,59,0,6.9
07/04/2017 08:00 EDT,72,56,0,5.8
07/04/2017 09:00 EDT,73,55,0,3.5
07/04/2017 10:00 EDT,73,55,0,3.5
07/04/2017 11:00 EDT,77,58,0,3.5
07/04/2017 12:00 EDT,81,55,0,4.6
07/04/2017 13:00 EDT,81,57,0,0
